WorkerID 	 TimeReceived 	  ParticipantIP 	 Controller 	 Item 	 Element 	 Type 	 Group 	 WordNumber 	 Word 	 ReadingTime 	 Newline 	 Sentence 
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	27	0	block7-filler-List3	NULL	4	to	376	False	We persuade the patients to quit drinking alcohol.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	27	0	block7-filler-List3	NULL	5	quit	202	False	We persuade the patients to quit drinking alcohol.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	27	0	block7-filler-List3	NULL	6	drinking	208	False	We persuade the patients to quit drinking alcohol.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	27	0	block7-filler-List3	NULL	7	alcohol.	312	False	We persuade the patients to quit drinking alcohol.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	28	0	block7-fillerQ-List3	NULL	1	Her	280	False	Her teenage sister developed an app for banking.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	28	0	block7-fillerQ-List3	NULL	2	teenage	208	False	Her teenage sister developed an app for banking.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	28	0	block7-fillerQ-List3	NULL	3	sister	431	False	Her teenage sister developed an app for banking.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	28	0	block7-fillerQ-List3	NULL	4	developed	241	False	Her teenage sister developed an app for banking.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	28	0	block7-fillerQ-List3	NULL	5	an app	231	False	Her teenage sister developed an app for banking.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	28	0	block7-fillerQ-List3	NULL	6	for	377	False	Her teenage sister developed an app for banking.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	28	0	block7-fillerQ-List3	NULL	7	banking.	376	False	Her teenage sister developed an app for banking.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	Question	28	1	block7-fillerQ-List3	NULL	Her sister probably knows very little about software.	False	1	2626
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	26	0	block7-HH-List3	NULL	1	We	368	False	We began to punish the child despite the opposition.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	26	0	block7-HH-List3	NULL	2	began	209	False	We began to punish the child despite the opposition.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	26	0	block7-HH-List3	NULL	3	to	335	False	We began to punish the child despite the opposition.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	26	0	block7-HH-List3	NULL	4	punish	207	False	We began to punish the child despite the opposition.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	26	0	block7-HH-List3	NULL	5	the child	248	False	We began to punish the child despite the opposition.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	26	0	block7-HH-List3	NULL	6	despite	281	False	We began to punish the child despite the opposition.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	26	0	block7-HH-List3	NULL	7	the opposition.	336	False	We began to punish the child despite the opposition.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	15	0	block3-filler-List3	NULL	1	They	240	False	They should invite numerous researchers from Tokyo.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	15	0	block3-filler-List3	NULL	2	should	311	False	They should invite numerous researchers from Tokyo.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	15	0	block3-filler-List3	NULL	3	invite	264	False	They should invite numerous researchers from Tokyo.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	15	0	block3-filler-List3	NULL	4	numerous	585	False	They should invite numerous researchers from Tokyo.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	15	0	block3-filler-List3	NULL	5	researchers	200	False	They should invite numerous researchers from Tokyo.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	15	0	block3-filler-List3	NULL	6	from	392	False	They should invite numerous researchers from Tokyo.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	15	0	block3-filler-List3	NULL	7	Tokyo.	360	False	They should invite numerous researchers from Tokyo.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	16	0	block3-fillerQ-List3	NULL	1	He	366	False	He luckily got a job at an elementary school.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	16	0	block3-fillerQ-List3	NULL	2	luckily	209	False	He luckily got a job at an elementary school.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	16	0	block3-fillerQ-List3	NULL	3	got	448	False	He luckily got a job at an elementary school.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	16	0	block3-fillerQ-List3	NULL	4	a job	262	False	He luckily got a job at an elementary school.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	16	0	block3-fillerQ-List3	NULL	5	at	257	False	He luckily got a job at an elementary school.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	16	0	block3-fillerQ-List3	NULL	6	an elementary	232	False	He luckily got a job at an elementary school.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	16	0	block3-fillerQ-List3	NULL	7	school.	456	False	He luckily got a job at an elementary school.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	Question	16	1	block3-fillerQ-List3	NULL	Is it not likely that there will be children at his new workplace.	False	1	3310
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	14	0	block3-HH-List3	NULL	1	She	234	False	She wanted to accuse the criminal of vandalism.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	14	0	block3-HH-List3	NULL	2	wanted	252	False	She wanted to accuse the criminal of vandalism.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	14	0	block3-HH-List3	NULL	3	to	234	False	She wanted to accuse the criminal of vandalism.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	14	0	block3-HH-List3	NULL	4	accuse	193	False	She wanted to accuse the criminal of vandalism.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	14	0	block3-HH-List3	NULL	5	the criminal	199	False	She wanted to accuse the criminal of vandalism.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	14	0	block3-HH-List3	NULL	6	of	311	False	She wanted to accuse the criminal of vandalism.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	14	0	block3-HH-List3	NULL	7	vandalism.	216	False	She wanted to accuse the criminal of vandalism.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	35	0	block10-LL-List3	NULL	1	He	223	False	He needed to show the salesman during the party.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	35	0	block10-LL-List3	NULL	2	needed	208	False	He needed to show the salesman during the party.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	35	0	block10-LL-List3	NULL	3	to	313	False	He needed to show the salesman during the party.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	35	0	block10-LL-List3	NULL	4	show	175	False	He needed to show the salesman during the party.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	35	0	block10-LL-List3	NULL	5	the salesman	193	False	He needed to show the salesman during the party.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	35	0	block10-LL-List3	NULL	6	during	425	False	He needed to show the salesman during the party.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	35	0	block10-LL-List3	NULL	7	the party.	319	False	He needed to show the salesman during the party.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	37	0	block10-fillerQ-List3	NULL	1	Someone	368	False	Someone ate a bar of cheese at the cafe.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	37	0	block10-fillerQ-List3	NULL	2	ate	224	False	Someone ate a bar of cheese at the cafe.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	37	0	block10-fillerQ-List3	NULL	3	a bar	192	False	Someone ate a bar of cheese at the cafe.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	37	0	block10-fillerQ-List3	NULL	4	of	192	False	Someone ate a bar of cheese at the cafe.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	37	0	block10-fillerQ-List3	NULL	5	cheese	360	False	Someone ate a bar of cheese at the cafe.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	37	0	block10-fillerQ-List3	NULL	6	at	176	False	Someone ate a bar of cheese at the cafe.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	37	0	block10-fillerQ-List3	NULL	7	the cafe.	224	False	Someone ate a bar of cheese at the cafe.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	Question	37	1	block10-fillerQ-List3	NULL	This person probably is lactose intolerant.	False	1	2422
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	36	0	block10-filler-List3	NULL	1	She	224	False	She got disappointed that the parade was canceled.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	36	0	block10-filler-List3	NULL	2	got	240	False	She got disappointed that the parade was canceled.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	36	0	block10-filler-List3	NULL	3	disappointed	415	False	She got disappointed that the parade was canceled.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	36	0	block10-filler-List3	NULL	4	that	353	False	She got disappointed that the parade was canceled.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	36	0	block10-filler-List3	NULL	5	the parade	311	False	She got disappointed that the parade was canceled.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	36	0	block10-filler-List3	NULL	6	was	265	False	She got disappointed that the parade was canceled.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	36	0	block10-filler-List3	NULL	7	canceled.	319	False	She got disappointed that the parade was canceled.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	39	0	block11-filler-List3	NULL	1	She	321	False	She read the book to her grandmother in the hospital.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	39	0	block11-filler-List3	NULL	2	read	264	False	She read the book to her grandmother in the hospital.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	39	0	block11-filler-List3	NULL	3	the book	192	False	She read the book to her grandmother in the hospital.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	39	0	block11-filler-List3	NULL	4	to	360	False	She read the book to her grandmother in the hospital.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	39	0	block11-filler-List3	NULL	5	her grandmother	192	False	She read the book to her grandmother in the hospital.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	39	0	block11-filler-List3	NULL	6	in	247	False	She read the book to her grandmother in the hospital.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	39	0	block11-filler-List3	NULL	7	the hospital.	512	False	She read the book to her grandmother in the hospital.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	40	0	block11-fillerQ-List3	NULL	1	Someone	415	False	Someone is printing many copies of the memo.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	40	0	block11-fillerQ-List3	NULL	2	is	321	False	Someone is printing many copies of the memo.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	40	0	block11-fillerQ-List3	NULL	3	printing	191	False	Someone is printing many copies of the memo.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	40	0	block11-fillerQ-List3	NULL	4	many	328	False	Someone is printing many copies of the memo.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	40	0	block11-fillerQ-List3	NULL	5	copies	224	False	Someone is printing many copies of the memo.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	40	0	block11-fillerQ-List3	NULL	6	of	224	False	Someone is printing many copies of the memo.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	40	0	block11-fillerQ-List3	NULL	7	the memo.	263	False	Someone is printing many copies of the memo.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	Question	40	1	block11-fillerQ-List3	NULL	This person likely knows how to operate a xerox machine.	True	1	3732
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	38	0	block11-HH-List3	NULL	1	She	235	False	She strived to rescue the child while driving.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	38	0	block11-HH-List3	NULL	2	strived	242	False	She strived to rescue the child while driving.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	38	0	block11-HH-List3	NULL	3	to	352	False	She strived to rescue the child while driving.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	38	0	block11-HH-List3	NULL	4	rescue	456	False	She strived to rescue the child while driving.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	38	0	block11-HH-List3	NULL	5	the child	216	False	She strived to rescue the child while driving.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	38	0	block11-HH-List3	NULL	6	while	271	False	She strived to rescue the child while driving.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	38	0	block11-HH-List3	NULL	7	driving.	521	False	She strived to rescue the child while driving.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	42	0	block12-filler-List3	NULL	1	She	205	False	She should reschedule the interview for her sister's wedding.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	42	0	block12-filler-List3	NULL	2	should	208	False	She should reschedule the interview for her sister's wedding.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	42	0	block12-filler-List3	NULL	3	reschedule	208	False	She should reschedule the interview for her sister's wedding.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	42	0	block12-filler-List3	NULL	4	the interview	393	False	She should reschedule the interview for her sister's wedding.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	42	0	block12-filler-List3	NULL	5	for	231	False	She should reschedule the interview for her sister's wedding.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	42	0	block12-filler-List3	NULL	6	her sister's	168	False	She should reschedule the interview for her sister's wedding.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	42	0	block12-filler-List3	NULL	7	wedding.	353	False	She should reschedule the interview for her sister's wedding.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	43	0	block12-fillerQ-List3	NULL	1	He	232	False	He finally found a publisher for his latest book.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	43	0	block12-fillerQ-List3	NULL	2	finally	217	False	He finally found a publisher for his latest book.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	43	0	block12-fillerQ-List3	NULL	3	found	384	False	He finally found a publisher for his latest book.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	43	0	block12-fillerQ-List3	NULL	4	a publisher	230	False	He finally found a publisher for his latest book.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	43	0	block12-fillerQ-List3	NULL	5	for	434	False	He finally found a publisher for his latest book.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	43	0	block12-fillerQ-List3	NULL	6	his	223	False	He finally found a publisher for his latest book.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	43	0	block12-fillerQ-List3	NULL	7	latest book.	376	False	He finally found a publisher for his latest book.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	Question	43	1	block12-fillerQ-List3	NULL	He has written a book%2C but it is not currently published.	True	1	2293
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	41	0	block12-HL-List3	NULL	1	We	297	False	We intended to select the contestant after the workshop.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	41	0	block12-HL-List3	NULL	2	intended	223	False	We intended to select the contestant after the workshop.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	41	0	block12-HL-List3	NULL	3	to	376	False	We intended to select the contestant after the workshop.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	41	0	block12-HL-List3	NULL	4	select	241	False	We intended to select the contestant after the workshop.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	41	0	block12-HL-List3	NULL	5	the contestant	239	False	We intended to select the contestant after the workshop.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	41	0	block12-HL-List3	NULL	6	after	489	False	We intended to select the contestant after the workshop.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	41	0	block12-HL-List3	NULL	7	the workshop.	215	False	We intended to select the contestant after the workshop.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	8	0	block1-LH-List3	NULL	1	They	217	False	They tried to choose the customer before this summer.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	8	0	block1-LH-List3	NULL	2	tried	231	False	They tried to choose the customer before this summer.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	8	0	block1-LH-List3	NULL	3	to	272	False	They tried to choose the customer before this summer.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	8	0	block1-LH-List3	NULL	4	choose	225	False	They tried to choose the customer before this summer.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	8	0	block1-LH-List3	NULL	5	the customer	256	False	They tried to choose the customer before this summer.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	8	0	block1-LH-List3	NULL	6	before	326	False	They tried to choose the customer before this summer.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	8	0	block1-LH-List3	NULL	7	this summer.	217	False	They tried to choose the customer before this summer.
A1LRJ2MQD4AMES	1527860469	09e8cfa59254761a111a02f58d2dc86e	DashedSentence	9	0	block1-filler-List3	NULL	1	They	214	False	They are supposed to cancel the appointment this weekend.
